sms_content,is_phishing,dataset_source,has_url,has_email,has_phone_number,url_string,domain,tld,subdomain,is_ip_address_url,redirected_url,url_subcategory,domain_age_days,domain_registrar,sender,sender_type,brand,message_category,sms_length,num_special_chars,num_digits,num_all_caps_words,phishing_keywords_count,sms_content_cleaned_for_nlp
Aah bless! How's your arm?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,23,3,0,0,0,aah bless hows arm
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,182,7,0,0,1,dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regards
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,147,13,0,0,0,gal n boy walking park galcan hold ur hand boyy u think would run away galno jst wana c feels walking heaven princegn
What makes you most happy?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,25,1,0,0,1,makes happy
Wishing you a wonderful week.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,28,1,0,0,0,wishing wonderful week
Sweet heart how are you?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,23,1,0,0,0,sweet heart
"Sir, waiting for your letter.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,27,2,0,0,0,sir waiting letter
Dude im no longer a pisces. Im an aquarius now.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,45,2,0,0,1,dude im longer pisces im aquarius
X course it 2yrs. Just so her messages on messenger lik you r sending me,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,66,1,1,0,1,x course yrs messages messenger lik r sending
I think steyn surely get one wicket:),0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,35,2,0,0,0,think steyn surely get one wicket
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,99,9,0,0,2,neither im studying fine sure thing resolved tho anyway fab hols
"Garbage bags, eggs, jam, bread, hannaford wheat chex",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,48,4,0,0,0,garbage bags eggs jam bread hannaford wheat chex
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,173,17,0,0,1,pride im almost ltgt years old shouldnt takin money kid youre supposed deal stuff grownup stuffwhy dont tell
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,124,2,0,0,0,sounds better evening im costume im sure time finish tomorrow txt end
My birthday is on feb  &lt;#&gt;  da. .,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,29,7,0,0,0,birthday feb ltgt da
So when do you wanna gym?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,24,1,0,0,0,wan na gym
You'd like that wouldn't you? Jerk!,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,4,0,0,0,youd like wouldnt jerk
Are u awake? Is there snow there?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,2,0,0,1,u awake snow
And of course you should make a stink!,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,37,1,0,0,0,course make stink
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1,D1,False,True,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,95,7,26,0,2,u r subscribed textcomp wkly comp st wks free question follows subsequent wks chargedpmsg unsubscribe txt stop custcare
No go. No openings for that room 'til after thanksgiving without an upcharge.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,74,3,0,0,1,go openings room til thanksgiving without upcharge
When you guys planning on coming over?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,37,1,0,0,0,guys planning coming
Wat Ì_ doing now?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,15,2,0,0,1,wat ì
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,104,22,0,0,0,parents kidz friends n colleagues screaming surprise waiting sofa naked
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,124,5,1,0,0,sir thats hr trip bus last week another audition next wednesday think might drive time
Do I? I thought I put it back in the box,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,39,1,0,0,0,thought put back box
I'm home...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,7,4,0,0,0,im home
No one interested. May be some business plan.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,43,2,0,0,0,one interested may business plan
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,55,10,1,0,0,yup paragon havent decided whether cut yet hee
Good morning princess! Have a great day!,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,38,2,0,0,0,good morning princess great day
Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,73,11,0,0,1,guai ìï shd haf seen hes naughty ìï free today go jogging
Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,92,6,1,0,1,aiyo cos sms ì ì neva reply wait ì reply lar tot ì havent finish ur lab wat
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,124,20,0,0,0,living simple loving also simple laughing simple winning tooo simple simple difficult
Tell me something. Thats okay.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,28,2,0,0,0,tell something thats okay
Ok,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,2,0,0,0,0,ok
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,119,6,0,0,0,hmm shall bring bottle wine keep us amused joking ill still bring bottle red white see tomorrow
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,96,15,9,0,0,ur face test ltgt select number tell ur face astrology waiting quick reply
"Hey, iouri gave me your number, I'm wylie, ryan's friend",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,51,5,0,0,0,hey iouri gave number im wylie ryans friend
Yep get with the program. You're slacking.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,39,3,0,0,1,yep get program youre slacking
I'm in inside office..still filling forms.don know when they leave me.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,65,5,0,0,2,im inside officestill filling formsdon know leave
"I think your mentor is , but not 100 percent sure.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,43,2,3,0,0,think mentor percent sure
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,76,5,24,0,2,call send girls erotic ecstacy pmin stop texts call nat rate
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,86,4,13,0,4,camera awarded sipix digital camera call fromm landline delivery within days
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,137,2,17,0,2,å£ xmas reward waiting computer randomly picked loyal mobile customers receive å£ reward call
Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,131,4,0,0,0,trying figure im suppose see couple different people week said wed get together didnt set dates
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,131,7,16,0,6,important message final contact attempt important messages waiting customer claims dept expires call
Hi mom we might be back later than  &lt;#&gt; ,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,39,5,0,0,0,hi mom might back later ltgt
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,135,4,0,0,1,datingi two started sent text talk sport radio last week connection think coincidence
"Lol, oh you got a friend for the dog ?",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,35,2,0,0,0,lol oh got friend dog
"Ok., is any problem to u frm him? Wats matter?",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,42,4,0,0,2,ok problem u frm wats matter
"K I'll head out in a few mins, see you there",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,42,2,0,0,0,k ill head mins see
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,199,13,0,0,0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams
I cant pick the phone right now. Pls send a message,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,50,1,0,0,3,cant pick phone right pls send message
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,110,6,0,0,1,dont want leave im barely stay sane fighting constantly isnt helping
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,71,3,14,0,0,current leading bid pause auction send customer care
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1,D1,True,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,101,6,26,0,2,free entry grprizes wkly comp chance win latest nokia psp å£ cash every wktxt great http
Somebody set up a website where you can play hold em using eve online spacebucks,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,80,0,0,0,1,somebody set website play hold em using eve online spacebucks
Its sunny in california. The weather's just cool,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,46,2,0,0,0,sunny california weathers cool
You have 1 new message. Call 0207-083-6089,1,D1,False,False,True,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,25,3,12,0,2,new message call
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,56,6,0,0,0,make squeezed ltgt bucks dad
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,85,3,0,0,0,good day toopray meremove teeth painful maintaining stuff
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,149,6,1,0,0,babes hope ok shit nights sleep fell asleep iåõm knackered iåõm dreading work tonight thou upto tonight x
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,146,1,0,0,2,friends help us problems give stupid suggestion lands us another problem helps us forgt previous problem
I'm at work. Please call,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,22,2,0,0,1,im work please call
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,90,9,0,0,0,gentle baby soon taking ltgt inches deep inside tight pussy
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,37,3,0,0,0,much fights good nite
Ok.ok ok..then..whats ur todays plan,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,5,0,0,0,okok okthenwhats ur todays plan
Nt joking seriously i told,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,26,0,0,0,0,nt joking seriously told
Watching ajith film ah?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,22,1,0,0,0,watching ajith film ah
Ooooooh I forgot to tell u I can get on yoville on my phone,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,59,0,0,0,1,ooooooh forgot tell u get yoville phone
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,99,5,0,0,1,done handed dont know mega shop asda counts celebration thats im
I dont know exactly could you ask chechi.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,40,1,0,0,1,dont know exactly could ask chechi
Dunno lei shd b driving lor cos i go sch 1 hr oni.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,47,1,1,0,0,dunno lei shd b driving lor cos go sch hr oni
As in i want custom officer discount oh.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,39,1,0,0,0,want custom officer discount oh
That's necessarily respectful,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,28,1,0,0,0,thats necessarily respectful
Hi. Hope you had a good day. Have a better night.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,46,3,0,0,0,hi hope good day better night
And he's apparently bffs with carly quick now,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,44,1,0,0,2,hes apparently bffs carly quick
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,145,17,0,0,0,hard true much show amp express love someonethat much hurt leave get seperatedö´óû¬ud evening
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,79,0,2,0,0,babes think got ur brolly left english wil bring mrw u luv franxx
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,127,2,0,0,0,hi babe thanks coming even though didnt go welli wanted bed hope see soon love kisses xxx
So gd got free ice cream... I oso wan...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,34,6,0,0,1,gd got free ice cream oso wan
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,56,7,1,0,0,pls give prometazine syrup mls ltgt mins later feed
So how many days since then?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,27,1,0,0,0,many days since
Dear are you angry i was busy dear,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,34,0,0,0,0,dear angry busy dear
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,150,12,0,0,0,yup msg tat yijue tot group mate cos meeting today mah im askin ì leaving earlier wat mah cos mayb ì haf walk v far
... Are you in the pub?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,18,4,0,0,0,pub
There is a first time for everything :),0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,36,2,0,0,1,first time everything
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,72,6,2,0,0,daddy shu shu looking u u wan tell ure singapore wat
I ask if u meeting da ge tmr nite...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,33,3,0,0,0,ask u meeting da ge tmr nite
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,73,3,1,0,1,gr handle victoria island traffic plus whens album due
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,64,0,2,0,0,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx
East coast,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,10,0,0,0,0,east coast
You should get more chicken broth if you want ramen unless there's some I don't know about,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,88,2,0,0,1,get chicken broth want ramen unless theres dont know
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,105,3,2,0,1,slave want take pictures today bright light cell phone bright light
Nope. I just forgot. Will show next week,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,38,2,0,0,0,nope forgot show next week
So how are you really. What are you up to. How's the masters. And so on.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,67,5,0,0,0,really hows masters
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,74,8,0,0,1,im bruce amp fowler im moms car cant park long story
I dont know oh. Hopefully this month.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,35,2,0,0,1,dont know oh hopefully month
"Hi elaine, is today's meeting confirmed?",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,37,3,0,0,2,hi elaine todays meeting confirmed
Ok k..sry i knw 2 siva..tats y i askd..,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,6,1,0,0,ok ksry knw sivatats askd
"Sorry, I'll call later",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,20,2,0,0,1,sorry ill call later
U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,78,6,0,0,0,u horrible gal u knew dat going wif yest n u still come n ask
Otherwise had part time job na-tuition..,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,37,3,0,0,0,otherwise part time job natuition
Oh yeah! And my diet just flew out the window,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,44,1,0,0,0,oh yeah diet flew window
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,91,3,11,0,1,santa calling would little ones like call santa xmas eve call book time
You didnt complete your gist oh.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,1,0,0,0,didnt complete gist oh
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,87,5,4,0,0,er yeah b sorry tell pubcafe sit come wen u
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,99,3,0,0,1,make time tonight whenever cool text whenever youre around
If I was I wasn't paying attention,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,33,1,0,0,1,wasnt paying attention
Thanx a lot 4 ur help!,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,19,1,1,0,0,thanx lot ur help
You're gonna have to be way more specific than that,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,50,1,0,0,0,youre gon na way specific
Jesus armand really is trying to tell everybody he can find,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,59,0,0,0,0,jesus armand really trying tell everybody find
I'm wif him now buying tix lar...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,29,4,0,0,1,im wif buying tix lar
Mode men or have you left.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,25,1,0,0,0,mode men left
Am slow in using biola's fne,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,27,1,0,0,0,slow using biolas fne
"\What are youdoing later? Sar xxx\""""",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,5,0,0,0,youdoing later sar xxx
